"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vx6";"Vy6";"Vx9";"Vy9";"Vx12";"Vy12";"Vx15";"Vy15";"Vx18";"Vy18";"maxO3v"
"19980909";67.8;18.3;20.2;23;21.8;19.6;7;6;5;6;5;-3.06417777247591;-2.57115043874616;-6.12835554495182;-5.14230087749232;-7.79422863405995;-4.5;-6.8943999880708;-5.78508848717886;-4.59626665871387;-3.85672565811924;75.6
"19980910";70;16.4;17.3;17.3;19.9;18;2;6;6;5;6;-3.2139380484327;-3.83022221559489;-4.69846310392954;-1.71010071662834;-5.63815572471545;2.05212085995401;-5.90884651807325;1.04188906600158;-4.69846310392954;1.71010071662834;67.8
"19980911";68;13.3;13.1;14.3;14.1;12.8;8;8;8;7;5;-1.02606042997701;-2.81907786235773;-2.57115043874616;-3.06417777247591;-2.29813332935693;-1.92836282905962;-1.92836282905962;2.29813332935693;-0.694592710667721;3.93923101204883;70
"19980912";80.2;9.9;12.7;13.3;14.5;13.5;7;7;8;5;1;-4;-4.89858719658941e-16;-4.92403876506104;-0.868240888334654;-4.33012701892219;-2.5;-3.85672565811924;4.59626665871387;-2.5;4.33012701892219;68
"19980913";87.8;10.6;12.1;14.8;15.3;13.8;6;6;6;4;4;-6.89365427108546;1.21553724366851;-2.73616114660536;7.51754096628727;-1.56283359900237;8.86326977710987;-2.05212085995402;5.63815572471545;-1.02606042997701;2.81907786235772;80.2
"19980914";64.6;10.2;13.3;13.9;16.2;14.3;6;6;6;6;5;-3.75877048314363;1.36808057330267;-5.19615242270663;3;-6.12835554495182;5.14230087749231;-5.14230087749232;6.12835554495182;-4.59626665871387;3.85672565811924;87.8
"19980915";63.6;11.9;15;18.4;20.8;18.4;8;8;8;5;6;-2.29813332935693;-1.92836282905962;-3.83022221559489;-3.2139380484327;-4.69846310392954;-1.71010071662834;-6.57784834550136;2.39414100327968;-2.59807621135332;1.5;64.6
"19980916";74.6;13.6;16.3;18.2;19.1;16;7;6;7;7;6;-3;-3.67394039744206e-16;-2.5;4.33012701892219;-3;5.19615242270663;-2.5;4.33012701892219;-1.73205080756888;1;63.6
"19980917";70.2;12.3;16;19.2;20.7;18.6;6;4;6;6;3;-2.81907786235773;1.02606042997701;-3.06417777247591;2.57115043874616;-2.57115043874616;3.06417777247591;-2.29813332935693;1.92836282905962;1.92836282905962;2.29813332935693;74.6
"19980918";92.2;9.2;15.5;22.2;23.7;21.2;0;2;3;4;4;-0.939692620785908;0.342020143325669;0.342020143325669;-0.939692620785908;1.28557521937308;-1.53208888623796;1.96961550602442;0.347296355333861;2;0;70.2
"19980919";91.6;11.4;17.6;22.3;23.6;20.7;1;3;2;1;1;0;0;3.75877048314363;-1.36808057330267;5.90884651807325;-1.04188906600158;5;0;2.81907786235773;1.02606042997701;92.2
"19980920";85.6;12.4;19.3;23.2;24;21.1;1;1;0;2;2;0.939692620785908;0.342020143325669;4.92403876506104;-0.868240888334652;5;0;5.63815572471545;2.05212085995401;3.75877048314363;1.36808057330267;91.6
"19980921";98.8;12.6;17.3;22;23.4;20.3;0;0;2;2;1;2.59807621135332;1.5;4.69846310392954;1.71010071662834;6;0;5.90884651807325;-1.04188906600158;4.69846310392954;1.71010071662834;85.6
"19980922";94.6;11.6;16.7;21.2;21.9;18.7;1;0;1;1;0;2.95442325903662;0.520944533000791;4.92403876506104;-0.868240888334652;5;0;5;0;2.81907786235773;1.02606042997701;98.8
"19980923";116.2;10.9;16;22.6;23.7;21.1;1;4;3;4;7;1.87938524157182;-0.684040286651337;2.29813332935693;-1.92836282905962;3.93923101204883;-0.694592710667721;3.06417777247591;-2.57115043874616;0.642787609686539;-0.766044443118978;94.6
"19980924";86.6;13.1;16.8;19.6;20.8;18.9;3;6;6;5;7;0.984807753012208;-0.17364817766693;1.92836282905962;-2.29813332935693;3.67394039744206e-16;-6;1.04188906600158;-5.90884651807325;1;-1.73205080756888;116.2
"19980925";57.8;14.3;15.1;15.9;17.8;17.2;8;8;8;8;5;3;0;2;-3.46410161513775;1.92836282905962;-2.29813332935693;2.57115043874616;-3.06417777247591;1.87938524157182;-0.684040286651337;86.6
"19980926";76.2;16.2;17;20.1;18.4;17.5;8;7;6;6;5;3.06417777247591;-2.57115043874616;0.694592710667722;-3.93923101204883;-0.868240888334652;-4.92403876506104;1.92836282905962;-2.29813332935693;3.46410161513775;-2;57.8
"19980927";72;13.6;15.1;18.6;18.5;17;8;8;7;7;7;-2.5;4.33012701892219;-5.19615242270663;3;-2.57115043874616;3.06417777247591;-2;-2.44929359829471e-16;-1.02606042997701;2.81907786235772;76.2
"19980928";65.8;15;16.4;17.7;18.9;15.5;8;8;7;4;6;-2.95442325903662;-0.520944533000792;-4;-4.89858719658941e-16;-4.33012701892219;2.5;-2.5;4.33012701892219;-1.73205080756888;1;72
"19980929";69.8;12.7;12.8;15.4;16.7;15.5;8;8;8;7;8;0.520944533000791;-2.95442325903662;1.83697019872103e-16;-3;1.5;-2.59807621135332;3.2139380484327;-3.83022221559489;3.2139380484327;-3.83022221559489;65.8
"19980930";78.8;13.6;16.3;15.1;13.8;14.3;3;6;6;8;6;-1.71010071662834;-4.69846310392954;-3.07818128993102;-8.45723358707318;-4.5;-7.79422863405995;-4.49951326780578;-5.36231110183285;-3;-5.19615242270663;69.8
"19990401";90.4;9.2;14.5;17.3;17.7;15.6;3;4;7;7;7;4.33012701892219;-2.5;2.57115043874616;-3.06417777247591;3.06161699786838e-16;-5;-3;-5.19615242270663;-2.57115043874616;-3.06417777247591;104.2
"19990402";87.2;7.4;11.6;14.5;12.7;12.7;7;8;7;8;8;1.92836282905962;-2.29813332935693;-0.868240888334652;-4.92403876506104;-5.36231110183285;-4.49951326780578;-2.5;-4.33012701892219;-1.02606042997701;-2.81907786235773;90.4
"19990403";96;12.8;14.9;17.2;18.8;17.1;8;8;6;2;4;-3.46410161513775;-2;-2.81907786235772;-1.02606042997701;-4.92403876506104;-0.868240888334654;-5.90884651807325;1.04188906600158;-2.81907786235773;1.02606042997701;87.2
"19990404";69.4;11.3;12.9;16.4;15.4;15.1;8;8;7;8;8;-1;-1.73205080756888;-1.92836282905962;-2.29813332935693;-1.92836282905962;-2.29813332935693;-3.46410161513775;-2;-1.73205080756888;-1;96
"19990405";82.6;10.3;12.8;18.2;20.8;18;7;4;6;1;4;-0.347296355333861;-1.96961550602442;-1.36808057330267;-3.75877048314363;-3.83022221559489;-3.2139380484327;-3.46410161513775;-2;-3.06417777247591;-2.57115043874616;69.4
"19990406";83.2;10.9;12.5;15.3;18.3;15.3;8;8;7;6;7;-2.81907786235772;-1.02606042997701;-1.28557521937308;-1.53208888623796;-3.93923101204883;-0.694592710667723;-4;-4.89858719658941e-16;-0.694592710667721;3.93923101204883;82.6
"19990407";91.6;9.6;10.9;13.4;13.6;11.8;7;6;5;4;7;-3.5;6.06217782649107;-2.39414100327969;6.57784834550136;-2.73616114660536;7.51754096628727;-2.73616114660536;7.51754096628727;-2.39414100327969;6.57784834550136;83.2
"19990408";92.2;4.6;11.3;14.6;16.1;14.3;3;4;6;5;4;-1.73205080756888;1;-1.73205080756888;1;-2;3.46410161513775;-7.34788079488412e-16;4;-7.34788079488412e-16;4;91.6
"19990409";41.6;10;11.3;13.5;13.8;13.2;8;8;8;8;8;0;0;0;0;-0.984807753012208;0.17364817766693;-1;1.73205080756888;-0.642787609686539;0.766044443118978;92.2
"19990410";88.8;9.9;9.5;10.9;10.2;11.1;8;8;8;8;5;-1.96961550602442;0.347296355333861;-3.93923101204883;0.694592710667722;-3;-3.67394039744206e-16;-1.21553724366851;6.89365427108546;-2.5;4.33012701892219;41.6
"19990411";98.8;5.5;10.4;12.2;13.5;11.6;7;6;6;3;5;-2;-2.44929359829471e-16;-2.81907786235773;1.02606042997701;-0.868240888334652;4.92403876506104;-3;5.19615242270663;-2.29813332935693;1.92836282905962;88.8
"19990412";87.8;10.9;11.8;13.7;11;9.1;7;5;6;4;5;-5.19615242270663;3;-6.57784834550136;2.39414100327968;-9;-1.10218211923262e-15;-6.8943999880708;5.78508848717885;-9.19253331742774;7.71345131623847;98.8
"19990413";87;8.1;9.9;9.7;10.4;9.7;2;4;7;6;6;-4.49951326780578;5.36231110183285;-6.8943999880708;5.78508848717885;-6.8943999880708;5.78508848717885;-4.5;7.79422863405995;-4.33012701892219;2.5;87.8
"19990414";80.4;5.8;5.1;6.1;7.3;4.4;8;8;8;7;6;-5.51091059616309e-16;3;-3.46410161513775;2;-4.69846310392954;1.71010071662834;-5.90884651807325;1.04188906600158;-4.92403876506104;0.868240888334652;87
"19990415";86;1.8;6.1;8.5;9;7.7;8;7;5;5;4;-2.59807621135332;-1.5;-6;-7.34788079488412e-16;-4.5;7.79422863405995;-3.5;6.06217782649107;-0.866025403784439;0.5;80.4
"19990416";88.6;2.5;8.1;8.9;9.4;5.8;7;6;7;7;8;0.642787609686539;-0.766044443118978;1.83697019872103e-16;-3;2.44929359829471e-16;-4;2.81907786235773;-1.02606042997701;0.520944533000791;-2.95442325903662;86
"19990417";98.6;3.7;8.3;12.8;11.2;9.2;5;5;4;4;3;0.347296355333861;1.96961550602442;-1.02606042997701;2.81907786235772;0.868240888334652;4.92403876506104;-2.39414100327969;6.57784834550136;-2.39414100327969;6.57784834550136;88.6
"19990418";93.2;3.8;6.4;9.8;11.5;9.9;5;6;6;6;3;-1.96961550602442;-0.347296355333861;-1.92836282905962;-2.29813332935693;-4.69846310392954;1.71010071662834;-4.49951326780578;5.36231110183285;-2.39414100327969;6.57784834550136;98.6
"19990419";83.2;4.6;6.2;8.1;7.9;8.4;7;8;8;8;8;1.22464679914735e-16;-2;-1.02606042997701;-2.81907786235773;2;-3.46410161513775;2;-3.46410161513775;2.57115043874616;-3.06417777247591;93.2
"19990420";95.4;11.8;11.9;12.7;12.8;12.8;8;8;8;8;8;-2;-3.46410161513775;-1.21553724366851;-6.89365427108546;-1.56283359900237;-8.86326977710987;-3.07818128993102;-8.45723358707318;-4.59626665871387;-3.85672565811924;83.2
"19990421";100.6;11.6;11.8;13.8;14.4;12.3;7;8;6;8;8;-3.5;-6.06217782649107;-4;-6.92820323027551;-6.12835554495182;-5.14230087749232;-6.8943999880708;-5.78508848717886;-6.12835554495182;-5.14230087749232;95.4
"19990422";100.2;8.7;13.5;14.4;15;12.8;2;4;5;4;5;-0.694592710667721;-3.93923101204883;-5.19615242270663;-3;-6.57784834550136;-2.39414100327968;-5.19615242270663;-3;-3.2139380484327;-3.83022221559489;100.6
"19990423";89.6;10.1;11.8;10.1;10.4;11.5;7;7;8;7;6;3.2139380484327;-3.83022221559489;2.57115043874616;-3.06417777247591;-10.3923048454133;6;-9.52627944162882;5.5;-6.92820323027551;4;100.2
"19990424";98.4;5.5;11.4;15.1;16;14.2;1;4;4;5;4;-1.87938524157182;-0.684040286651338;-4.33012701892219;2.5;-3.93923101204883;-0.694592710667723;-2.29813332935693;-1.92836282905962;-2;-3.46410161513775;89.6
"19990425";67;9;11.6;11.9;11.8;11.1;7;8;8;8;8;1.5;-2.59807621135332;1.04188906600158;-5.90884651807325;1.36808057330268;-3.75877048314363;0.694592710667722;-3.93923101204883;1.83697019872103e-16;-3;98.4
"19990426";95;9.9;12.9;15.8;17.5;14.6;6;6;6;5;7;1;-1.73205080756888;1.02606042997701;-2.81907786235772;1.53208888623796;-1.28557521937308;1;1.73205080756888;4.49951326780578;5.36231110183285;67
"19990427";101;11;16.2;18.9;19.8;15.8;4;7;7;7;8;1.5;2.59807621135332;4.69846310392954;1.71010071662834;5.63815572471545;2.05212085995401;4.92403876506104;0.868240888334652;1.73205080756888;-1;95
"19990428";100.8;11.2;15.1;18.7;19.4;17.1;0;2;4;4;7;1.5;2.59807621135332;5.36231110183285;4.49951326780577;8.66025403784439;5;9.52627944162883;5.5;6.92820323027551;4;101
"19990429";91;13.2;14.1;18.5;19.8;15.3;8;8;5;6;7;4.33012701892219;2.5;6.57784834550136;2.39414100327968;5.63815572471545;2.05212085995401;6.57784834550136;2.39414100327968;1.92836282905962;-2.29813332935693;100.8
"19990430";94;10.8;12.5;18.3;20.5;20;9;7;7;7;7;1.73205080756888;-1;0.866025403784439;-0.5;1;-1.73205080756888;0.342020143325669;-0.939692620785908;2;0;91
"19990501";112.6;10.6;18.5;22.4;23.1;17.1;3;4;7;6;6;0.984807753012208;0.17364817766693;2.29813332935693;-1.92836282905962;2.59807621135332;-1.5;1.53208888623796;-1.28557521937308;-1.71010071662835;4.69846310392954;94
"19990502";111.6;11.4;19.6;23.2;23.9;21;2;1;1;1;1;-1;1.73205080756888;1.87938524157182;0.684040286651337;5;0;3.75877048314363;1.36808057330267;-7.34788079488412e-16;4;112.6
"19990503";111;13.1;19;24.1;24.3;22.2;5;3;2;7;8;-5.51091059616309e-16;3;2.95442325903662;0.520944533000791;3.93923101204883;0.694592710667721;2.59807621135332;-1.5;3;0;111.6
"19990504";97.4;14.2;15.9;18.5;21.1;18.7;7;8;7;6;3;-1.02606042997701;2.81907786235772;-1.02606042997701;2.81907786235772;-0.694592710667721;3.93923101204883;-0.868240888334652;4.92403876506104;-0.868240888334652;4.92403876506104;111
"19990505";105.6;9.7;13.5;16.5;17.8;15.4;9;8;8;7;7;0.5;-0.866025403784439;1.83697019872103e-16;-3;-2.57115043874616;-3.06417777247591;-3;-5.19615242270663;-2.5;-4.33012701892219;97.4
"19990506";91.4;11.5;16.1;19.3;20.4;20.2;3;4;4;5;5;-0.520944533000791;-2.95442325903662;-4.33012701892219;-2.5;-1.02606042997701;-2.81907786235773;0.520944533000791;-2.95442325903662;1.92836282905962;-2.29813332935693;105.6
"19990507";75.2;14.5;16.5;18.2;16.1;15;8;7;8;7;5;-1;-1.22464679914735e-16;-1;1.73205080756888;-1.96961550602442;0.347296355333861;-4.69846310392954;1.71010071662834;-3.2139380484327;-3.83022221559489;91.4
"19990508";92.4;11.5;15.4;18.2;18.3;15.8;6;6;5;3;7;-1.36808057330267;-3.75877048314363;-4.59626665871387;-3.85672565811924;-5.78508848717885;-6.8943999880708;-5.14230087749231;-6.12835554495182;-3.85672565811924;-4.59626665871387;75.2
"19990509";109.4;9.9;18.3;22.6;22.6;20.3;6;7;7;7;7;1.92836282905962;-2.29813332935693;1.71010071662834;-4.69846310392954;2.73616114660535;-7.51754096628727;-1.38918542133544;-7.87846202409766;-3;-5.19615242270663;92.4
"19990510";89.6;13.4;16.7;18;17.8;16.6;6;7;7;7;7;-1.02606042997701;-2.81907786235773;-3.85672565811924;-4.59626665871387;-4.59626665871387;-3.85672565811924;-4.49951326780578;-5.36231110183285;-4.49951326780578;-5.36231110183285;109.4
"19990511";83.6;13.5;13.9;14;15.8;15.9;8;8;8;8;7;-0.694592710667721;-3.93923101204883;-0.694592710667721;-3.93923101204883;-0.868240888334652;-4.92403876506104;-2;-3.46410161513775;-2.29813332935693;-1.92836282905962;89.6
"19990512";79.6;11.5;13.6;15.3;15.6;15.6;7;8;8;7;3;-0.684040286651337;-1.87938524157182;-1.92836282905962;-2.29813332935693;-2.59807621135332;-1.5;-2.5;-4.33012701892219;-3.2139380484327;-3.83022221559489;83.6
"19990513";91.2;8.5;14.1;17;16.6;15.4;7;6;7;6;7;-1;-1.73205080756888;-3.06417777247591;-2.57115043874616;-4.59626665871387;-3.85672565811924;-3.2139380484327;-3.83022221559489;-3.46410161513775;-2;79.6
"19990514";85;8.8;13.7;16.3;18.2;15;3;6;5;6;7;-0.939692620785908;-0.342020143325669;-1.87938524157182;0.684040286651337;-1.73205080756888;1;-0.684040286651339;1.87938524157182;1.71010071662834;4.69846310392954;91.2
"19990515";91.4;10.4;14.1;17.5;19.1;17.6;7;4;4;5;3;-0.347296355333861;1.96961550602442;0.520944533000791;2.95442325903662;-0.520944533000791;2.95442325903662;1.71010071662834;4.69846310392954;1.71010071662834;4.69846310392954;85
"19990516";106;10.3;14.3;18.4;17.8;16.1;2;5;5;4;1;2;3.46410161513775;3.93923101204883;0.694592710667721;5;0;4.59626665871387;3.85672565811924;6.06217782649107;3.5;91.4
"19990517";93.4;9.7;13.9;15.5;16.1;12.4;7;5;8;8;8;3.85672565811924;4.59626665871387;6.8943999880708;5.78508848717885;7.79422863405995;4.5;6.12835554495182;5.14230087749231;1.92836282905962;2.29813332935693;106
"19990521";80.6;10.7;14.7;16.4;19;17.6;6;5;8;7;6;-2;-2.44929359829471e-16;-2.57115043874616;3.06417777247591;-4;-4.89858719658941e-16;-5;-6.12323399573677e-16;-4.69846310392954;1.71010071662834;96.8
"19990522";96;12.2;14.4;16.9;18.4;16.8;6;6;6;7;2;-2.59807621135332;1.5;-3.2139380484327;3.83022221559489;-3.46410161513775;2;-1.92836282905962;2.29813332935693;0.694592710667722;3.93923101204883;80.6
"19990523";82.4;9.4;14.6;17.6;18.1;18;2;4;8;8;8;-0.766044443118978;-0.642787609686539;-2.95442325903662;-0.520944533000792;-2.95442325903662;0.520944533000791;-1;1.73205080756888;-1;-1.22464679914735e-16;96
"19990524";71.4;13;14.2;16.7;16.5;16.7;8;8;7;8;6;1;1.73205080756888;-1.83697019872103e-16;1;1;1.73205080756888;-1.36808057330268;3.75877048314363;-7.34788079488412e-16;4;82.4
"19990525";89.6;13;12.8;15.9;18;17.6;8;8;6;7;3;-0.694592710667721;3.93923101204883;-1.5;2.59807621135332;0.684040286651338;1.87938524157182;-1.92836282905962;2.29813332935693;0.520944533000791;2.95442325903662;71.4
"19990526";98;9.7;17.6;22;24;23.9;0;0;1;1;1;-0.17364817766693;0.984807753012208;0.642787609686539;0.766044443118978;1.96961550602442;-0.347296355333861;1.5;-2.59807621135332;2.59807621135332;-1.5;89.6
"19990527";113.4;16.1;21.7;24.9;23.4;19.3;3;3;4;1;8;1.87938524157182;-0.684040286651337;2.57115043874616;-3.06417777247591;3.46410161513775;-2;-1.91012995433623;-10.8328852831343;-4.49951326780578;-5.36231110183285;98
"19990528";93.8;14.5;19.3;22.9;24.7;24.9;0;2;2;1;1;-1.02606042997701;-2.81907786235773;0.5;-0.866025403784439;1;-1.73205080756888;2;-3.46410161513775;3;0;113.4
"19990529";124.4;17.8;23.3;25.3;25.1;23.2;1;4;5;5;5;3.75877048314363;-1.36808057330267;0.694592710667722;-3.93923101204883;-0.868240888334652;-4.92403876506104;-5.36231110183285;-4.49951326780578;-3.06417777247591;-2.57115043874616;93.8
"19990530";90.2;14.5;17.6;21.4;23.3;22.2;8;7;3;2;2;0;0;-0.642787609686539;0.766044443118978;-3.67394039744206e-16;2;-7.34788079488412e-16;4;1.02606042997701;2.81907786235772;124.4
"19990531";93;14.8;17.8;22.3;24.4;22.8;8;6;7;8;3;1.02606042997701;2.81907786235772;1.5;2.59807621135332;1.5;2.59807621135332;1.96961550602442;0.347296355333861;-0.868240888334652;4.92403876506104;90.2
"19990601";95.2;16.9;20.4;25.8;26.8;26.4;7;7;7;5;2;1.87938524157182;0.684040286651337;1.53208888623796;1.28557521937308;3.06417777247591;-2.57115043874616;2.57115043874616;-3.06417777247591;1.04188906600158;-5.90884651807325;93
"19990602";88.6;17.5;17.8;16.9;17.5;17.4;7;6;8;7;5;-1.04188906600158;-5.90884651807325;-6.12835554495182;-5.14230087749232;-6.06217782649107;-3.5;-7.87846202409766;-1.38918542133545;-4.33012701892219;-2.5;95.2
"19990603";77.8;13.5;14.7;16.1;17.7;16.2;8;7;7;6;7;3.67394039744206e-16;-6;-1.04188906600158;-5.90884651807325;-5.78508848717885;-6.8943999880708;-6.12835554495182;-5.14230087749232;-7.51754096628727;-2.73616114660535;88.6
"19990604";70;14.3;15.4;15.4;15.6;15.4;8;8;7;7;8;-3.2139380484327;-3.83022221559489;-5.19615242270663;-3;-4.33012701892219;-2.5;-4.59626665871387;-3.85672565811924;-3.83022221559489;-3.2139380484327;77.8
"19990605";80.8;11.3;15.5;14.2;13.4;14.1;2;6;6;8;4;-1.02606042997701;-2.81907786235773;-3.85672565811924;-4.59626665871387;-7.66044443118978;-6.4278760968654;-8.42648887430876;-7.07066370655193;-4.49951326780578;-5.36231110183285;70
"19990606";79.4;11;15.5;17.1;16.8;15.1;1;3;7;6;6;-3.93923101204883;-0.694592710667723;-4.92403876506104;-0.868240888334654;-2.5;-4.33012701892219;-4.59626665871387;-3.85672565811924;-4.59626665871387;-3.85672565811924;80.8
"19990607";71;12;14.4;14.2;14.8;13.3;7;7;7;6;7;-0.520944533000791;-2.95442325903662;-2.57115043874616;-3.06417777247591;-2.29813332935693;1.92836282905962;-3.46410161513775;2;-1.87938524157182;0.684040286651337;79.4
"19990608";82.4;8.5;14.1;15.8;15.5;14.9;5;5;7;8;8;-1.87938524157182;-0.684040286651338;-3.46410161513775;-2;-4;-4.89858719658941e-16;-3.75877048314363;-1.36808057330268;-0.866025403784439;-0.5;71
"19990609";79.8;12.1;15.2;17.4;16.7;16.5;7;7;7;8;5;0.347296355333861;-1.96961550602442;-0.694592710667721;-3.93923101204883;-2.57115043874616;-3.06417777247591;-2.57115043874616;-3.06417777247591;-2.81907786235772;-1.02606042997701;82.4
"19990610";101.6;12.4;16.3;18.1;18.5;17.7;7;6;7;6;1;-0.939692620785908;0.342020143325669;-1.83697019872103e-16;1;-0.520944533000791;2.95442325903662;0.694592710667722;3.93923101204883;1.04188906600158;5.90884651807325;79.8
"19990611";94.6;10.7;16.2;18.6;18;16.9;1;1;5;6;6;-0.347296355333861;1.96961550602442;2;3.46410161513775;0.694592710667722;3.93923101204883;-1.02606042997701;2.81907786235772;-0.868240888334652;4.92403876506104;101.6
"19990612";107.6;10.2;15.8;19.7;19.7;15.7;3;3;3;7;6;-0.642787609686539;0.766044443118978;-1;1.73205080756888;-1.73205080756888;1;-0.694592710667721;3.93923101204883;-1.21553724366851;6.89365427108546;94.6
"19990613";102;10.2;15.5;18.3;19.2;17.9;1;6;4;4;7;-2.29813332935693;1.92836282905962;-2.57115043874616;3.06417777247591;-0.868240888334652;4.92403876506104;-2.05212085995402;5.63815572471545;-1.10218211923262e-15;6;107.6
"19990614";122.2;11.9;17.5;20.5;21.4;19.5;1;2;4;3;6;-1.96961550602442;0.347296355333861;-7.34788079488412e-16;4;0.868240888334652;4.92403876506104;-0.868240888334652;4.92403876506104;-9.18485099360515e-16;5;102
"19990615";138.2;13.1;19;23.4;25.2;23.2;6;1;1;3;1;-3.67394039744206e-16;2;0.684040286651338;1.87938524157182;0.347296355333861;1.96961550602442;2.81907786235773;1.02606042997701;0.868240888334652;4.92403876506104;122.2
"19990616";153.2;13.8;21.6;24.7;27.5;24.4;1;0;6;2;7;0;0;0.342020143325669;-0.939692620785908;-1.73205080756888;1;2;0;0.868240888334652;4.92403876506104;138.2
"19990617";112.4;15.6;19.9;21.8;21.4;19.4;3;3;3;5;6;-1.28557521937308;1.53208888623796;-7.34788079488412e-16;4;-1.10218211923262e-15;6;-1.10218211923262e-15;6;-2.05212085995402;5.63815572471545;153.2
"19990618";105.4;13.4;19.2;20.3;21.6;20.6;4;7;5;4;1;-1.87938524157182;0.684040286651337;1.28557521937308;1.53208888623796;-0.17364817766693;0.984807753012208;-1.04188906600158;5.90884651807325;-1.04188906600158;5.90884651807325;112.4
"19990619";109;12.3;17.7;21.3;22.7;19.8;7;0;3;4;5;-0.694592710667721;3.93923101204883;-5.51091059616309e-16;3;-2;3.46410161513775;-5.51091059616309e-16;3;-1.10218211923262e-15;6;105.4
"19990620";71.4;15.4;17.1;18.7;16.7;16.2;8;8;8;8;7;-3.46410161513775;-2;-3.75877048314363;-1.36808057330268;-5.63815572471545;-2.05212085995401;-2;3.46410161513775;-2;3.46410161513775;109
"19990621";74.6;10.8;14.7;15.9;16.8;15.2;1;6;6;5;3;-3.93923101204883;0.694592710667722;-3.2139380484327;3.83022221559489;-3.5;6.06217782649107;-2.39414100327969;6.57784834550136;-2.39414100327969;6.57784834550136;71.4
"19990622";80.2;8.7;15.5;18;18.8;17.8;1;6;7;6;3;-0.866025403784439;0.5;0.642787609686539;0.766044443118978;-0.684040286651337;-1.87938524157182;-5.51091059616309e-16;3;0.868240888334652;4.92403876506104;74.6
"19990627";74.4;15.6;15.4;19.2;15.2;15.8;8;7;6;7;7;-0.868240888334652;-4.92403876506104;-5.63815572471545;2.05212085995401;-6.89365427108546;1.21553724366851;-2;-2.44929359829471e-16;-3.46410161513775;2;103.2
"19990628";62.2;13.4;14.9;15.7;17.9;17.5;6;7;7;7;7;-2.29813332935693;-1.92836282905962;-3.06417777247591;-2.57115043874616;-5.36231110183285;-4.49951326780578;-3.5;-6.06217782649107;-3.2139380484327;-3.83022221559489;74.4
"19990629";62.6;16.4;19.2;22.3;21.7;18.9;8;7;6;7;7;-2.5;-4.33012701892219;-6.06217782649107;-3.5;-6.12835554495182;-5.14230087749232;-6.8943999880708;-5.78508848717886;-5.19615242270663;-3;62.2
"19990630";67.8;13.8;16.8;17.6;18.9;18.8;3;6;7;7;7;-2.95442325903662;0.520944533000791;-3.46410161513775;2;-2.81907786235773;1.02606042997701;-2.95442325903662;-0.520944533000792;-1.87938524157182;-0.684040286651338;62.6
"19990701";53.6;15.4;18.4;22.5;24.2;23.7;8;8;7;6;2;-1.5;-2.59807621135332;-2.81907786235772;-1.02606042997701;-4.69846310392954;-1.71010071662834;-4;-4.89858719658941e-16;-2.29813332935693;1.92836282905962;67.8
"19990702";108.6;17.1;25;29.7;32.3;32.4;1;0;0;2;6;1;0;4.92403876506104;-0.868240888334652;3.83022221559489;-3.2139380484327;2.5;-4.33012701892219;0.520944533000791;-2.95442325903662;53.6
"19990703";67.8;17.5;19.4;20.9;21.8;21;8;7;7;7;7;-1.5;-2.59807621135332;-2.29813332935693;-1.92836282905962;-3.2139380484327;-3.83022221559489;-4.33012701892219;-2.5;-3;-5.19615242270663;108.6
"19990704";63;16.1;18.7;19.3;20;18.6;7;7;8;8;7;-0.684040286651337;-1.87938524157182;-2.29813332935693;-1.92836282905962;-0.694592710667721;-3.93923101204883;-0.520944533000791;-2.95442325903662;-0.694592710667721;-3.93923101204883;67.8
"19990705";71;16.1;19.1;19.3;21.3;20.7;8;7;6;6;6;1.36808057330268;-3.75877048314363;1.36808057330268;-3.75877048314363;0.694592710667722;-3.93923101204883;3.67394039744206e-16;-6;-2.5;-4.33012701892219;63
"19990706";70;15.1;18.8;20.5;22.8;21.3;7;6;6;2;1;-3.06417777247591;2.57115043874616;-2;3.46410161513775;-1.71010071662835;4.69846310392954;-1.04188906600158;5.90884651807325;-0.868240888334652;4.92403876506104;71
"19990707";51.4;14.5;17.1;18.9;20.2;20.2;7;8;8;8;6;-2;-2.44929359829471e-16;-2.59807621135332;1.5;-3.06417777247591;2.57115043874616;-1.02606042997701;2.81907786235772;2.57115043874616;3.06417777247591;70
"19990708";106.4;14.5;19.8;24.9;27.1;25.2;6;5;5;4;2;0.342020143325669;0.939692620785908;1.73205080756888;1;4.33012701892219;2.5;3.06417777247591;2.57115043874616;1.04188906600158;5.90884651807325;51.4
"19990711";118;17.7;18.7;25.7;27.5;26.4;7;7;4;2;1;0.694592710667722;3.93923101204883;-9.18485099360515e-16;5;1.04188906600158;5.90884651807325;3.5;6.06217782649107;3.5;6.06217782649107;132
"19990712";118.2;18;22.2;25.6;28.3;25.3;1;1;3;1;1;-0.694592710667721;3.93923101204883;0.694592710667722;3.93923101204883;1.71010071662834;4.69846310392954;1.71010071662834;4.69846310392954;-1.21553724366851;6.89365427108546;118
"19990713";127.2;17.3;21.6;26.2;24.6;21.9;2;1;4;7;6;-1.36808057330268;3.75877048314363;-9.18485099360515e-16;5;-9.18485099360515e-16;5;-1.21553724366851;6.89365427108546;-0.868240888334652;4.92403876506104;118.2
